Y,250,250,250
Y,225,250,225
Y,70,70,80
Y,450,500,450
Y,125,150,125
Y,810,775,835
Y,1440,1360,1390
Y,505,470,535
Y,125,150,125
Y,70,70,80
Y,145,140,140
Y,70,70,70
Y,70,70,80
Y,50,50,50
Y,50,50,50
Y,860,825,885
Y,830,815,865
Y,1490,1410,1440
Y,1450,1375,1385
Y,1060,965,1015
Y,1570,1475,1500
Y,125,110,135
Y,640,515,550
Y,565,540,535
Y,640,585,615
Y,2025,2165,2015
Y,2460,2375,2425
Y,2540,2455,2505
Y,2630,2545,2595
Y,70,70,80
Y,70,70,80
Y,500,515,490
Y,940,840,940
Y,1110,1015,1065
Y,1635,1600,1635
Y,1725,1690,1725
Y,1880,1795,1835
Y,1970,1885,1925
Y,1110,1015,1065
Y,375,380,370
Y,445,435,425
Y,1620,1525,1550
Y,1620,1525,1550
Y,1485,1415,1430
Y,1535,1410,1510
Y,1885,1760,1860
Y,710,675,735
Y,680,665,715
Y,1940,1865,1920
Y,2020,1945,2000
Y,2110,2035,2090
Y,2290,2215,2270
Y,2370,2295,2350
Y,2460,2385,2440
Y,1340,1260,1290
Y,1300,1225,1235
Y,,50,
Y,,50,30
Y,,50,30
Y,,,100
Y,,,130
Y,,,130
Y,,,130
Y,,,605
Y,,,605
Y,,,720
Y,,,605
Y,,,445
Y,,,800
Y,,,870
Y,,,100
Y,,,660
Y,,,660
Y,,,660
Y,,,735
Y,,,735
Y,,,735
Y,,,150
Y,,,175
Y,,,175
Y,,,560
Y,,,130
Y,,,130
Y,,,780
Y,,,490
Y,,,860
Y,,,920
Y,,,820
Y,,,1020
Y,,,900
Y,,,840
Y,,,595
Y,,,840
Y,,,130
Y,,,130
Y,,,605
Y,,,660
Y,,,785
Y,,,825
Y,,,735
